index,genre,id,title,popularity,runtime,vote_avg,vote_count,cast,director
1689,Comedy Romance,12771,Serving Sara,8.93941,100,5,85,Matthew Perry Elizabeth Hurley Vincent Pastore Bruce Campbell Cedric the Entertainer,Reginald Hudlin
1690,Comedy,323676,The Boss,20.55509,91,5.5,431,Melissa McCarthy Peter Dinklage Kristen Bell Kathy Bates Kristen Schaal,Ben Falcone
1691,Drama,12506,Cry Freedom,3.735723,157,6.9,51,Denzel Washington Kevin Kline Penelope Wilton Kate Hardie John Matshikiza,Richard Attenborough
1692,Comedy Drama Romance,24071,Mumford,4.310168,112,6.3,26,Loren Dean Hope Davis Jason Lee Alfre Woodard Zooey Deschanel,Lawrence Kasdan
1693,Drama Horror Comedy,11249,Seed of Chucky,12.653831,87,4.9,287,Brad Dourif Jennifer Tilly Billy Boyd Redman Hannah Spearritt,Don Mancini
1694,Drama Mystery Thriller Fantasy,9667,The Jacket,24.240361,103,6.8,455,Adrien Brody Keira Knightley Kris Kristofferson Jennifer Jason Leigh Kelly Lynch,John Maybury
1695,Animation Family Comedy Adventure Fantasy,812,Aladdin,92.982009,90,7.4,3416,Scott Weinger Robin Williams Linda Larkin Jonathan Freeman Frank Welker,Ron Clements
1696,Drama Music,277216,Straight Outta Compton,61.76233,147,7.7,1355,O'Shea Jackson Jr. Corey Hawkins Jason Mitchell Neil Brown Jr. Aldis Hodge,F. Gary Gray
1697,Adventure Action,87,Indiana Jones and the Temple of Doom,66.976776,118,7.1,2781,Harrison Ford Kate Capshaw Jonathan Ke Quan Amrish Puri Roshan Seth,Steven Spielberg
1698,Animation Family,14444,The Rugrats Movie,7.981116,79,5.7,147,Whoopi Goldberg David Spade E.G. Daily Tara Strong Christine Cavanaugh,Norton Virgien
1699,Crime Mystery Thriller Action,2043,Along Came a Spider,21.252797,104,6.1,400,Morgan Freeman Monica Potter Michael Wincott Dylan Baker Mika Boorem,Lee Tamahori
1700,Comedy Drama,315664,Florence Foster Jenkins,19.237254,110,6.6,392,Meryl Streep Hugh Grant Rebecca Ferguson Simon Helberg Nina Arianda,Stephen Frears
1701,Action,1428,Once Upon a Time in Mexico,27.555646,102,6.2,594,Antonio Banderas Salma Hayek Johnny Depp Eva Mendes Mickey Rourke,Robert Rodriguez
1702,Action Thriller,562,Die Hard,66.169628,131,7.5,3948,Bruce Willis Alan Rickman Alexander Godunov Bonnie Bedelia Reginald VelJohnson,John McTiernan
1703,Comedy,15373,Role Models,24.917665,99,6.4,564,Seann William Scott Paul Rudd Elizabeth Banks Christopher Mintz-Plasse Bobb'e J. Thompson,David Wain
1704,Comedy Drama,318846,The Big Short,57.518472,130,7.3,2607,Christian Bale Steve Carell Ryan Gosling Brad Pitt Melissa Leo,Adam McKay
1705,Music Comedy Drama,26320,Taking Woodstock,11.870161,120,6.2,127,Demetri Martin Imelda Staunton Henry Goodman Liev Schreiber Jonathan Groff,Ang Lee
1706,Drama History,14292,Miracle,7.534003,135,7,159,Kurt Russell Patricia Clarkson Noah Emmerich Sean McCann Kenneth Welsh,Gavin O'Connor
1707,Fantasy Horror Action,924,Dawn of the Dead,44.529429,101,6.8,1016,Sarah Polley Ving Rhames Jake Weber Mekhi Phifer Ty Burrell,Zack Snyder
1708,Comedy,2018,The Wedding Planner,14.949395,103,5.5,427,Jennifer Lopez Matthew McConaughey Justin Chambers Joanna Gleason Lou Myers,Adam Shankman
1710,Comedy Drama,9428,The Royal Tenenbaums,24.13081,110,7.4,1286,Gene Hackman Anjelica Huston Ben Stiller Gwyneth Paltrow Luke Wilson,Wes Anderson
1711,Mystery Thriller,2832,Identity,45.915165,90,7.1,1061,John Cusack Ray Liotta Amanda Peet John Hawkes Alfred Molina,James Mangold
1712,Comedy,137093,Last Vegas,28.043508,105,6.4,799,Robert De Niro Morgan Freeman Michael Douglas Kevin Kline Mary Steenburgen,Jon Turteltaub
1713,Adventure Action Thriller,699,For Your Eyes Only,26.090746,127,6.3,490,Roger Moore Carole Bouquet Chaim Topol Lynn-Holly Johnson Julian Glover,John Glen
1714,Comedy Romance,9778,Serendipity,14.530803,90,6.6,521,John Cusack Kate Beckinsale Jeremy Piven Bridget Moynahan Eugene Levy,Peter Chelsom
1715,Thriller Science Fiction Action Crime,8831,Timecop,13.308127,99,5.5,282,Jean-Claude Van Damme Mia Sara Ron Silver Bruce McGill Gloria Reuben,Peter Hyams
1716,Comedy,9398,Zoolander,38.0958,89,6.1,1337,Ben Stiller Owen Wilson Christine Taylor Will Ferrell Milla Jovovich,Ben Stiller
1717,Romance,112949,Safe Haven,37.729059,115,6.9,823,Julianne Hough Josh Duhamel Cobie Smulders David Lyons Mike Pniewski,Lasse Hallstr\u00f6m
1718,Comedy Family Fantasy,10439,Hocus Pocus,18.650748,96,6.4,471,Bette Midler Sarah Jessica Parker Kathy Najimy Omri Katz Thora Birch,Kenny Ortega
1719,Comedy,3638,No Reservations,15.794946,104,6.1,327,Catherine Zeta-Jones Aaron Eckhart Abigail Breslin Patricia Clarkson Jenny Wade,Scott Hicks
1720,Action Crime,23483,Kick-Ass,45.054936,117,7.1,4645,Aaron Taylor-Johnson Chlo\u00eb Grace Moretz Christopher Mintz-Plasse Nicolas Cage Mark Strong,Matthew Vaughn
1721,Action Adventure Comedy,62206,30 Minutes or Less,25.039383,83,5.6,531,Jesse Eisenberg Danny McBride Aziz Ansari Bianca Kajlich Nick Swardson,Ruben Fleischer
1722,Thriller Horror,10577,Dracula 2000,6.756771,99,4.6,148,Gerard Butler Christopher Plummer Jonny Lee Miller Justine Waddell Jennifer Esposito,Patrick Lussier
1723,Family Comedy,218778,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",22.14595,81,6.1,493,Steve Carell Jennifer Garner Ed Oxenbould Dylan Minnette Kerris Dorsey,Miguel Arteta
1724,Drama Romance,4348,Pride & Prejudice,36.58383,135,7.7,1358,Keira Knightley Matthew Macfadyen Rosamund Pike Simon Woods Donald Sutherland,Joe Wright
1725,Science Fiction Drama Thriller,78,Blade Runner,94.056131,117,7.9,3509,Harrison Ford Rutger Hauer Sean Young Edward James Olmos M. Emmet Walsh,Ridley Scott
1726,Adventure,11780,Rob Roy,10.703456,139,6.5,148,Liam Neeson Jessica Lange John Hurt Tim Roth Eric Stoltz,Michael Caton-Jones
1727,Action Drama Thriller Crime,192102,3 Days to Kill,41.638961,113,6,883,Kevin Costner Amber Heard Hailee Steinfeld Connie Nielsen T\u00f3mas Lemarquis,McG
1728,Drama Crime Thriller,2001,We Own the Night,14.518708,117,6.5,323,Joaquin Phoenix Eva Mendes Alex Veadov Mark Wahlberg Robert Duvall,James Gray
1729,Horror Thriller,10383,Lost Souls,3.312385,97,4.5,38,Winona Ryder Ben Chaplin Sarah Wynter Philip Baker Hall John Hurt,Janusz Kami\u0144ski
1730,Documentary,11516,Le peuple migrateur,3.75074,98,7,49,Philippe Labro Jacques Perrin,Jacques Perrin
1731,Comedy Drama Family Fantasy Romance,10025,Just My Luck,22.074306,103,5.8,491,Lindsay Lohan Samaire Armstrong Chris Pine Missi Pyle Makenzie Vega Norfolk,Donald Petrie
1732,Drama Comedy,15198,"Mystery, Alaska",4.436792,119,6,69,Russell Crowe Hank Azaria Mary McCormack Burt Reynolds Colm Meaney,Jay Roach
1733,Action Comedy Family,23172,The Spy Next Door,14.639324,94,5.5,345,Amber Valletta Lucas Till Jackie Chan Billy Ray Cyrus George Lopez,Brian Levant
1734,Adventure Comedy Family Fantasy,17834,A Simple Wish,1.767479,86,5.5,46,Martin Short Kathleen Turner Mara Wilson Robert Pastorelli Deborah Odell,Michael Ritchie
1735,Action Horror Science Fiction,10016,Ghosts of Mars,13.145205,98,4.8,296,Natasha Henstridge Ice Cube Jason Statham Clea DuVall Pam Grier,John Carpenter
1736,Comedy Drama,10317,Our Brand Is Crisis,12.921594,108,5.8,195,Sandra Bullock Anthony Mackie Billy Bob Thornton Zoe Kazan Scoot McNairy,David Gordon Green
1737,Romance Horror Comedy Thriller,58431,Pride and Prejudice and Zombies,28.397048,108,5.5,640,Lily James Sam Riley Jack Huston Bella Heathcote Douglas Booth,Burr Steers
1738,Drama,9746,Kundun,7.039189,134,6.8,91,Tenzin Thuthob Tsarong Tencho Gyalpo Tsewang Migyur Khangsar Gyurme Tethong Robert Lin,Martin Scorsese
1739,Comedy Romance Drama,13092,How to Lose Friends & Alienate People,16.785866,110,6.2,244,Kelan Pannell Janette Scott Simon Pegg Megan Fox Gillian Anderson,Robert B. Weide
1740,Action Adventure Crime,59859,Kick-Ass 2,40.28635,103,6.3,2224,Aaron Taylor-Johnson Chlo\u00eb Grace Moretz Christopher Mintz-Plasse Clark Duke Jim Carrey,Jeff Wadlow
1742,Action Crime Drama,254473,Brick Mansions,25.520976,90,5.7,615,Paul Walker David Belle RZA Robert Maillet Carlo Rota,Camille Delamarre
1743,Adventure Action Thriller,700,Octopussy,25.633663,131,6.2,527,Roger Moore Maud Adams Louis Jourdan Kristina Wayborn Kabir Bedi,John Glen
1744,Comedy Romance Drama,4964,Knocked Up,22.527211,129,6.2,1214,Seth Rogen Katherine Heigl Leslie Mann Paul Rudd Jason Segel,Judd Apatow
1745,Drama,10024,My Sister's Keeper,24.09152,109,7.1,598,Cameron Diaz Alec Baldwin Abigail Breslin Joan Cusack Sofia Vassilieva,Nick Cassavetes
1746,Comedy Drama,13490,Welcome Home Roscoe Jenkins,6.248273,114,5.7,57,Martin Lawrence James Earl Jones Margaret Avery Joy Bryant Cedric the Entertainer,Malcolm D. Lee
1747,Drama Adventure History,15927,A Passage to India,9.548391,163,6.9,67,Judy Davis Alec Guinness Peggy Ashcroft James Fox Victor Banerjee,David Lean
1748,Drama Romance,1259,Notes on a Scandal,12.576381,92,6.9,235,Judi Dench Cate Blanchett Bill Nighy Juno Temple Max Lewis,Richard Eyre
1749,Drama Thriller,5125,Rendition,12.741073,120,6.2,205,Omar Metwally Reese Witherspoon Jake Gyllenhaal Moa Khouas Zineb Oukach,Gavin Hood
1750,Science Fiction Action Adventure Thriller,174,Star Trek VI: The Undiscovered Country,16.188572,113,6.7,413,William Shatner Leonard Nimoy DeForest Kelley James Doohan George Takei,Nicholas Meyer
1751,Comedy Drama Romance,9583,Divine Secrets of the Ya-Ya Sisterhood,5.576937,116,5.6,65,Sandra Bullock Ellen Burstyn Fionnula Flanagan James Garner Cherry Jones,Callie Khouri
1752,Drama Mystery Thriller Crime,9437,Kiss the Girls,18.913,115,6.2,345,Morgan Freeman Ashley Judd Cary Elwes Alex McArthur Tony Goldwyn,Gary Fleder
1753,Music Comedy Action Crime,525,The Blues Brothers,44.714264,133,7.5,1065,Dan Aykroyd John Belushi James Brown Cab Calloway Ray Charles,John Landis
1754,Adventure Comedy Drama Family,10188,The Sisterhood of the Traveling Pants 2,11.870301,117,6,238,Alexis Bledel Amber Tamblyn America Ferrera Blake Lively Rachel Nichols,Sanaa Hamri
1755,Comedy Music,63574,Joyful Noise,5.753705,117,6.7,33,Queen Latifah Dolly Parton Keke Palmer Jeremy Jordan Courtney B. Vance,Todd Graff
1756,Drama Comedy Romance,245,About a Boy,28.227984,101,6.6,607,Hugh Grant Nicholas Hoult Toni Collette Rachel Weisz Sharon Small,Chris Weitz
1757,Horror Comedy Action Science Fiction Thriller,9825,Lake Placid,11.678561,82,5.5,247,Bill Pullman Bridget Fonda Oliver Platt Brendan Gleeson Betty White,Steve Miner
1758,Drama Thriller Crime Mystery,186,Lucky Number Slevin,36.921445,110,7.4,1323,Josh Hartnett Bruce Willis Lucy Liu Morgan Freeman Ben Kingsley,Paul McGuigan
1759,Drama History,9549,The Right Stuff,17.567332,193,7.3,235,Fred Ward Dennis Quaid Ed Harris Scott Glenn Sam Shepard,Philip Kaufman
1760,Drama History Thriller,61891,Anonymous,16.698316,130,6.3,288,Jamie Campbell Bower Rhys Ifans David Thewlis Joely Richardson Vanessa Redgrave,Roland Emmerich
1761,Drama Family Fantasy Adventure,34584,The Neverending Story,47.862016,102,7,1002,Barret Oliver Gerald McRaney Noah Hathaway Drum Garrett Darryl Cooksey,Wolfgang Petersen
1762,Mystery Science Fiction,2666,Dark City,39.324831,100,7.2,828,Rufus Sewell William Hurt Kiefer Sutherland Jennifer Connelly Richard O'Brien,Alex Proyas
1763,Drama History Romance,12783,The Duchess,18.591657,110,6.7,396,Keira Knightley Ralph Fiennes Aidan McArdle Simon McBurney Charlotte Rampling,Saul Dibb
1764,Adventure Family Fantasy,13155,Return to Oz,5.650125,109,6.7,120,Fairuza Balk Nicol Williamson Jean Marsh Piper Laurie Matt Clark,Walter Murch
1765,Crime Action Drama,42807,The Newton Boys,3.123583,113,5.9,44,Matthew McConaughey Skeet Ulrich Ethan Hawke Vincent D'Onofrio Gail Cronauer,Richard Linklater
1766,Horror Mystery Thriller,28355,Case 39,23.917982,109,6.1,563,Ren\u00e9e Zellweger Jodelle Ferland Ian McShane Kerry O'Malley Callum Keith Rennie,Christian Alvart
1767,Crime Thriller,8080,Suspect Zero,8.715822,99,5.5,98,Carrie-Anne Moss Aaron Eckhart Ben Kingsley Harry Lennix Kevin Chamberlin,E. Elias Merhige
1768,Drama,5126,Martian Child,5.737161,106,6.8,79,John Cusack Bobby Coleman Amanda Peet Joan Cusack Oliver Platt,Menno Meyjes
1769,Family Comedy Action,56288,Spy Kids: All the Time in the World,14.788073,89,4.4,222,Jessica Alba Mason Cook Rowan Blanchard Joel McHale Jeremy Piven,Robert Rodriguez
1770,Thriller,303858,Money Monster,38.279458,98,6.5,1068,George Clooney Julia Roberts Jack O'Connell Caitriona Balfe Dominic West,Jodie Foster
1771,Thriller Action Comedy Crime,1613,The 51st State,9.670031,93,5.9,173,Samuel L. Jackson Robert Carlyle Emily Mortimer Meat Loaf Rhys Ifans,Ronny Yu
1772,Comedy Drama,31582,Flawless,5.271559,112,5.9,56,Robert De Niro Philip Seymour Hoffman Barry Miller Chris Bauer Skipp Sudduth,Joel Schumacher
1773,Mystery Thriller Crime,16617,Mindhunters,17.193659,106,6.3,333,LL Cool J Jonny Lee Miller Kathryn Morris Patricia Vel\u00e1squez Clifton Collins Jr,Renny Harlin
1774,Comedy Drama,8944,What Just Happened,8.31653,104,5.2,127,Bruce Willis Robert De Niro Sean Penn Robin Wright Stanley Tucci,Barry Levinson
1775,Drama Thriller,41488,The Statement,2.653988,120,5.9,23,Michael Caine Tilda Swinton Jeremy Northam Alan Bates Charlotte Rampling,Norman Jewison
1776,Comedy Drama Music,37028,The Magic Flute,0.548435,133,6.9,6,Joseph Kaiser Amy Carson Ren\u00e9 Pape Lyubov Petrova Benjamin Jay Davis,Kenneth Branagh
1777,Action Adventure Comedy Family,14560,Paul Blart: Mall Cop,31.250383,91,5.2,788,Kevin James Keir O'Donnell Jayma Mays Raini Rodriguez Shirley Knight,Steve Carr
1778,Comedy,10330,Freaky Friday,24.345651,97,6,879,Jamie Lee Curtis Lindsay Lohan Mark Harmon Harold Gould Haley Hudson,Mark Waters
1779,Comedy Romance,6957,The 40 Year Old Virgin,38.473732,116,6.2,1983,Steve Carell Catherine Keener Paul Rudd Romany Malco Seth Rogen,Judd Apatow
1780,Romance History,1934,Shakespeare in Love,31.792964,122,6.8,796,Joseph Fiennes Gwyneth Paltrow Geoffrey Rush Tom Wilkinson Judi Dench,John Madden
1781,Crime Drama Mystery Thriller,169917,A Walk Among the Tombstones,61.309619,113,6.2,1131,Liam Neeson Dan Stevens David Harbour Boyd Holbrook Adam David Thompson,Scott Frank
1782,Comedy,951,Kindergarten Cop,5.411154,111,5.8,628,Arnold Schwarzenegger Penelope Ann Miller Pamela Reed Linda Hunt Richard Tyson,Ivan Reitman
1783,Action Comedy,10189,Pineapple Express,41.832392,111,6.6,1148,Seth Rogen James Franco Danny McBride Gary Cole Rosie Perez,David Gordon Green
1784,Drama Romance Comedy,9454,EverAfter,21.988861,121,6.8,399,Drew Barrymore Dougray Scott Anjelica Huston Megan Dodds Melanie Lynskey,Andy Tennant
1785,Western,2055,Open Range,19.068175,139,7,262,Kevin Costner Robert Duvall Michael Gambon Michael Jeter Diego Luna,Kevin Costner
1786,Drama Horror Science Fiction Thriller,1551,Flatliners,24.114459,115,6.3,404,Kiefer Sutherland Julia Roberts Kevin Bacon William Baldwin Oliver Platt,Joel Schumacher
1787,Drama History War,5902,A Bridge Too Far,20.256571,175,6.9,207,Dirk Bogarde James Caan Michael Caine Sean Connery Edward Fox,Richard Attenborough
1788,Horror Thriller,11460,Red Eye,8.802626,85,6.2,455,Rachel McAdams Cillian Murphy Brian Cox Jayma Mays Jack Scalia,Wes Craven
1789,Horror Mystery,9358,Final Destination 2,37.355826,90,5.9,1023,Ali Larter A.J. Cook Michael Landes Tony Todd Keegan Connor Tracy,David R. Ellis
1790,Action Adventure Comedy,134,"O Brother, Where Art Thou?",39.742009,106,7.3,1112,George Clooney John Turturro Tim Blake Nelson John Goodman Holly Hunter,Joel Coen
1791,Horror,22894,Legion,30.981604,100,5.2,629,Paul Bettany Dennis Quaid Kevin Durand Kate Walsh Doug Jones,Scott Stewart
1792,Thriller Crime Action,134374,Pain & Gain,31.893932,130,6.1,1573,Mark Wahlberg Dwayne Johnson Anthony Mackie Tony Shalhoub Ed Harris,Michael Bay
1793,Comedy Drama Romance,1901,In Good Company,15.376391,109,5.9,194,Topher Grace Scarlett Johansson Dennis Quaid Marg Helgenberger David Paymer,Paul Weitz
1794,Adventure Family Science Fiction Thriller,15028,Clockstoppers,5.894163,94,4.9,89,Jesse Bradford Paula Garc\u00e9s Robin Thomas French Stewart Michael Biehn,Jonathan Frakes
1795,Action Crime Drama Western,11509,Silverado,10.981038,127,7.1,146,Kevin Kline Scott Glenn Kevin Costner Danny Glover Brian Dennehy,Lawrence Kasdan
1796,Drama Thriller War,7445,Brothers,22.07638,104,6.8,633,Tobey Maguire Jake Gyllenhaal Natalie Portman Sam Shepard Mare Winningham,Jim Sheridan
1797,Comedy,17047,Agent Cody Banks 2: Destination London,10.925618,100,5.2,144,Frankie Muniz Anthony Anderson Hannah Spearritt Alfie Allen Cynthia Stevenson,Kevin Allen
1798,Comedy Romance,62838,New Year's Eve,21.219292,118,5.7,718,Robert De Niro Katherine Heigl Ashton Kutcher Carla Gugino Lea Michele,Garry Marshall
1799,Drama Thriller Mystery Romance,2057,Original Sin,14.831402,118,5.8,198,Angelina Jolie Antonio Banderas Gregory Itzin Jack Thompson Allison Mackie,Michael Cristofer
1800,Crime Thriller Mystery,70436,The Raven,22.520842,111,6.1,426,John Cusack Luke Evans Alice Eve Brendan Gleeson Kevin McNally,James McTeigue
1801,Comedy,16784,Welcome to Mooseport,3.314094,110,4.8,54,Ray Romano Gene Hackman Marcia Gay Harden Maura Tierney June Squibb,Donald Petrie
1802,Action Fantasy Science Fiction,8011,Highlander III: The Sorcerer,7.964451,99,4.5,110,Christopher Lambert Mario Van Peebles Deborah Kara Unger Mako Martin Neufeld,Andrew Morahan
1803,Crime Drama Thriller,31640,Blood and Wine,1.492056,101,5.5,34,Jack Nicholson Stephen Dorff Jennifer Lopez Judy Davis Michael Caine,Bob Rafelson
1804,Fantasy Horror,9092,Snow White: A Tale of Terror,4.810621,100,6,62,Sigourney Weaver Sam Neill Monica Keena Gil Bellows Brian Glover,Michael Cohn
1805,Comedy Crime Mystery Romance Thriller,2779,The Curse of the Jade Scorpion,9.317265,103,6.5,165,Dan Aykroyd Helen Hunt Woody Allen Charlize Theron David Ogden Stiers,Woody Allen
1806,Romance Comedy,316002,Accidental Love,5.644844,100,3.9,95,Jake Gyllenhaal Jessica Biel James Marsden Catherine Keener Paul Reubens,David O. Russell
1807,Adventure Family,36355,Flipper,4.475007,95,5.3,84,Elijah Wood Paul Hogan Jonathan Banks Jason Fuchs Robert Deacon,Alan Shapiro
1808,Science Fiction Mystery Thriller,238615,Self/less,66.097437,116,6.3,1091,Ryan Reynolds Ben Kingsley Natalie Martinez Matthew Goode Michelle Dockery,Tarsem Singh
1809,Drama Mystery Thriller,1985,The Constant Gardener,20.679652,129,6.8,417,Ralph Fiennes Rachel Weisz Danny Huston Bill Nighy Donald Sumpter,Fernando Meirelles
1810,Drama,615,The Passion of the Christ,38.171417,127,6.9,864,Jim Caviezel Maia Morgenstern Monica Bellucci Rosalinda Celentano Sergio Rubini,Mel Gibson
1811,Comedy Drama Family,788,Mrs. Doubtfire,30.884535,125,7,1591,Robin Williams Sally Field Pierce Brosnan Harvey Fierstein Polly Holliday,Chris Columbus
1813,Drama,13223,Gran Torino,50.7453,116,7.8,3086,Clint Eastwood Christopher Carley Bee Vang Ahney Her Brian Haley,Clint Eastwood
1814,Drama History,10523,W.,10.445391,131,6.1,143,Josh Brolin Elizabeth Banks Ellen Burstyn Ioan Gruffudd Thandie Newton,Oliver Stone
1815,Action Thriller,8681,Taken,80.879032,93,7.2,4369,Liam Neeson Famke Janssen Maggie Grace Katie Cassidy Holly Valance,Pierre Morel
1816,Drama Romance,239571,The Best of Me,33.93914,117,7.2,765,Michelle Monaghan James Marsden Liana Liberato Luke Bracey Gerald McRaney,Michael Hoffman
1817,Thriller Action Drama Music Romance,619,The Bodyguard,26.576385,129,6.1,661,Whitney Houston Kevin Costner Michele Lamar Richards Ralph Waite Gary Kemp,Mick Jackson
1818,Drama History War,424,Schindler's List,104.469351,195,8.3,4329,Liam Neeson Ben Kingsley Ralph Fiennes Caroline Goodall Jonathan Sagall,Steven Spielberg
1819,Drama,50014,The Help,42.191509,146,7.8,1910,Emma Stone Viola Davis Octavia Spencer Bryce Dallas Howard Jessica Chastain,Tate Taylor
1820,Drama Thriller,162903,The Fifth Estate,20.267062,128,5.7,364,Benedict Cumberbatch Daniel Br\u00fchl Anthony Mackie David Thewlis Alicia Vikander,Bill Condon
1821,Mystery Fantasy Adventure Comedy,11024,Scooby-Doo 2: Monsters Unleashed,22.644275,93,5.4,500,Freddie Prinze Jr. Sarah Michelle Gellar Matthew Lillard Linda Cardellini Seth Green,Raja Gosnell
1822,Thriller Adventure Mystery Fantasy,208763,Viy,7.182761,127,4.9,71,Jason Flemyng Aleksey Chadov Agniya Ditkovskite Yuriy Tsurilo Olga Zaytseva,Oleg Stepchenko
